V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,path,Q99,DEEPTIME12,Mathbyhand,Nomath,Calculator,Spreadsheet,Mathinhead,Otherapp,totalhelp,Q94_1,Q94_3,Q94_4,Q94_5,Q94_6,Q96_1,Q98_1,bag,Q44,lowgal,Q45,avail,lossav_1,lossav_2,lossav_3,lossav_4,lossav_5,lossav_6,lossav_7,halfway,flugain,fluloss,discmo_1,discmo_2,discmo_3,discmo_4,discmo_5,discmo_6,discmo_7,discmo_8,discmo_9,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q46_6,Q46_7,Q46_8,Q46_9,discyr_1,discyr_2,discyr_3,discyr_4,discyr_5,discyr_6,discyr_7,discyr_8,discyr_9,discdec_1,discdec_2,discdec_3,discdec_4,discdec_5,discdec_6,discdec_7,discdec_8,discdec_9,hidiscmo_1,hidiscmo_2,hidiscmo_3,hidiscmo_4,hidiscmo_5,hidiscmo_6,hidiscmo_7,hidiscmo_8,hidiscmo_9,hidiscyr_1,hidiscyr_2,hidiscyr_3,hidiscyr_4,hidiscyr_5,hidiscyr_6,hidiscyr_7,hidiscyr_8,hidiscyr_9,hidiscdec_1,hidiscdec_2,hidiscdec_3,hidiscdec_4,hidiscdec_5,hidiscdec_6,hidiscdec_7,hidiscdec_8,hidiscdec_9,lastpage,discbonus,discfee,pd_offer,pd_accept,ClassPerf,Q100,Q38,Q39,Q42,Q102,Q104,Q106_3,Q40,LocationLatitude,LocationLongitude,LocationAccuracy,StartDate,EndDate,IPAddress,betaunshrunken,deltaunshrunken,,beta_unskew,beta,dailyrate,annualfactor,id_prevmerge,expname.1_prevmerge,ip.1_prevmerge,boxesopened_prevmerge,numopened_prevmerge,id2_prevmerge,searchtime_prevmerge,trial_prevmerge,sqrtboxopen_prevmerge,correct_prevmerge,logsearchtime_prevmerge,sqrtsearchtime_prevmerge,searchtime_withoutliers_prevmerge,ipaddress,serial,new_beta,new_r,new_delta
R_2qCNHK9KBNZRBLK,Default Response Set,Anonymous,,,74.71.20.206,0,1/23/2019 11:30,1/23/2019 11:40,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":9.519},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.463},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":5.948},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":6.512},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":2.65},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.86},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":2.89},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":10.016},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":3.255},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":6.985},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":2.736},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":2.738},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,,1,1,,1,0,27,20,50,3,7,7,,149.5,,1799.5,1.5,1,1,1,1,1,0,0,1,,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,,100,400,400,3,1,710,3.2,1,1,4,3,1,40.79750061,-73.96829987,-1,"Wednesday, January 23, 2019","Wednesday, January 23, 2019",74.71.20.206,1.027059,0.002599575,0.04011386,0.200284449,0.95988614,0.001018203,0.724032088,1861,ChoiceCC_o4,74.71.20.206,156,156,1861,361.577,1,12.489996,0,2.558200797,19.01517815,361.577,74.71.20.206,81,0.962295113,0.001453744,0.597772623
R_21ozNhDJpAGr9xG,Default Response Set,Anonymous,,,74.71.224.221,0,1/28/2019 18:58,1/28/2019 19:11,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":11.952},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":6.359},{""id"":786432,""beta"":1.582166,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":6.798},{""id"":917504,""beta"":1.634374,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":4.916},{""id"":983040,""beta"":1.664629,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":4.85},{""id"":1015808,""beta"":1.684231,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":5.575},{""id"":1032192,""beta"":1.70042,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":4.807},{""id"":1040384,""beta"":1.712525,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":6.33},{""id"":1044480,""beta"":1.722452,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":4.466},{""id"":1046528,""beta"":1.732074,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":3.693},{""id"":1047552,""beta"":1.740189,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":3.656},{""id"":1048064,""beta"":1.7471670000000001,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":3.434},{""id"":1048320,""beta"":1.754882,""discountRate"":0}]",1,,,,,,0,0,10,10,70,10,8,8,2249.5,,3250,,10,1,1,0,0,0,0,0,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1000,,499,1,3,1,710,3.84,1,1,5,8,1,40.79750061,-73.96829987,-1,"Monday, January 28, 2019","Monday, January 28, 2019",74.71.224.221,1.754882,0,0.002897741,0.053830667,0.997102259,5.50E-05,0.984366856,2362,ChoiceCC_o2,74.71.224.221,75,75,2362,95.023,1,8.660254038,0,1.977828738,9.747974149,95.023,74.71.224.221,82,1.105311191,0.000390874,0.8754582
R_1hMDCzLWJnya9if,Default Response Set,Anonymous,,,74.71.239.80,0,1/29/2019 6:09,1/29/2019 6:20,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":4.772},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":6.806},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.627},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":5.845},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":0,""answer"":1,""responseTime"":4.051},{""id"":655363,""beta"":0.9370147,""discountRate"":0.008365282,""choice"":1,""answer"":2,""responseTime"":3.591},{""id"":671747,""beta"":0.9358455,""discountRate"":0.00652696,""choice"":0,""answer"":1,""responseTime"":5.051},{""id"":671748,""beta"":0.8794175,""discountRate"":0.006219258,""choice"":0,""answer"":1,""responseTime"":4.274},{""id"":671749,""beta"":0.8344463000000001,""discountRate"":0.00574573,""choice"":0,""answer"":1,""responseTime"":7.069},{""id"":671750,""beta"":0.8026381,""discountRate"":0.005407001,""choice"":1,""answer"":2,""responseTime"":2.717},{""id"":672774,""beta"":0.8013323,""discountRate"":0.0048700869999999995,""choice"":1,""answer"":2,""responseTime"":12.108},{""id"":673286,""beta"":0.7965583,""discountRate"":0.00339902,""choice"":0,""answer"":1,""responseTime"":2.544},{""id"":673287,""beta"":0.7744197,""discountRate"":0.003107583}]",,,,,1,,0,1,18,14,54,13,6,6,1799.5,,599.5,,1.5,1,1,1,1,1,0,0,1,2,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,50,,500,400,4,1,770,3.3,1,1,5,8,1,40.79750061,-73.96829987,-1,"Tuesday, January 29, 2019","Tuesday, January 29, 2019",74.71.239.80,0.7744197,0.003107583,0.149291617,0.386382733,0.850708383,0.002878014,0.490719781,2412,ChoiceCC_o3,74.71.239.80,318,318,2412,314.264,1,17.8325545,0,2.497294634,17.72749277,314.264,74.71.239.80,83,0.873098253,0.002811618,0.401961781
R_tRhFUTtuD0JaGuR,Default Response Set,Anonymous,,,96.239.72.193,0,1/21/2019 16:02,1/21/2019 16:19,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":6.36},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":14.711},{""id"":2,""beta"":0,""discountRate"":0.009391811,""choice"":1,""answer"":2,""responseTime"":13.048},{""id"":131074,""beta"":0.1488836,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":35.397},{""id"":131075,""beta"":0.03310832,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":3.379},{""id"":163843,""beta"":0.08982643,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":29.359},{""id"":180227,""beta"":0.12518780000000002,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":12.246},{""id"":180228,""beta"":0.08989986000000001,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.136},{""id"":180229,""beta"":0.050557120000000004,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":23.279},{""id"":182277,""beta"":0.06686772,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":8.355},{""id"":182278,""beta"":0.195681,""discountRate"":0.01661213,""choice"":1,""answer"":2,""responseTime"":4.864},{""id"":182790,""beta"":0.3356889,""discountRate"":0.022627750000000002,""choice"":1,""answer"":2,""responseTime"":3.743},{""id"":183046,""beta"":0.42487220000000003,""discountRate"":0.02633209}]",1,,,,,,0,1,11,13,38,37,5,4,,599.5,,3250,3,1,1,1,0,0,0,0,1,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,30,500,500,6,1,Didn't take the GMAT - I took the executive assessment,3.1,2,1,4,3,1,40.74459839,-73.93450165,-1,"Monday, January 21, 2019","Monday, January 21, 2019",96.239.72.193,0.4248722,0.02633209,0.120282652,0.346817894,0.879717348,0.010673683,0.226139916,1914,ChoiceCC_o2,96.239.72.193,33,33,1914,42.23,1,5.744562647,0,1.625621081,6.498461356,42.23,96.239.72.193,84,0.946817541,0.003682395,0.365526586
R_2wi6kuQZgLR6x93,Default Response Set,Anonymous,,,96.250.7.22,0,1/22/2019 7:46,1/22/2019 8:04,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":57.551},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":5.47},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":33.127},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":47.489},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":4.85},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":6.434},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":11.344},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":16.364},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":0,""answer"":1,""responseTime"":18.304},{""id"":745476,""beta"":0.8938917,""discountRate"":0.002651302,""choice"":1,""answer"":2,""responseTime"":7.071},{""id"":746500,""beta"":0.9210839,""discountRate"":0.002984437,""choice"":1,""answer"":2,""responseTime"":7.428},{""id"":747012,""beta"":0.9396007000000001,""discountRate"":0.0032017039999999997,""choice"":1,""answer"":2,""responseTime"":7.494},{""id"":747268,""beta"":0.9345411,""discountRate"":0.0024664590000000003}]",,,,,1,,0,0,25,25,25,25,9,9,3500,,2249.5,,0.9,1,1,1,1,1,1,0,1,2,,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,250,,400,50,3,1,760,3.5,1,1,5,7,1,40.79750061,-73.96829987,-1,"Tuesday, January 22, 2019","Tuesday, January 22, 2019",96.250.7.22,0.9345411,0.002466459,0.077332289,0.278086837,0.922667711,0.002043493,0.528434965,1938,ChoiceCC,96.250.7.22,123,123,1938,131.212,1,11.09053651,0,2.117973555,11.45478066,131.212,96.250.7.22,85,0.897459404,0.001503648,0.618724213
R_3KH2JWgpEbYPZX7,Default Response Set,Anonymous,,,96.57.234.66,0,1/21/2019 11:08,1/21/2019 11:18,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":7.197},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.648},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.361},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":10.393},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":4.48},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":5.65},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":5.464},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":5.58},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":2.805},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":4.062},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":3.579},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":0,""answer"":1,""responseTime"":4.65},{""id"":749060,""beta"":1.056752,""discountRate"":0.004782003}]",1,,,,,,0,0,20,8,53,19,7,7,1049.5,,1049.5,,1,1,1,1,0,0,0,0,1,1,,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2000,,350,450,6,1,690,3.8,2,1,5,8,1,41.0572052,-73.81359863,-1,"Monday, January 21, 2019","Monday, January 21, 2019",96.57.234.66,1.056752,0.004782003,0.030465262,0.174543009,0.969534738,0.004210689,0.236995165,1876,ChoiceCC_o3,96.57.234.66,61,61,1876,50.097,1,7.810249676,0,1.699811719,7.077923424,50.097,96.57.234.66,86,0.945386883,0.004234189,0.220868813
R_3RszsqILLIRYZpy,Default Response Set,Anonymous,,,98.116.190.73,0,1/31/2019 6:47,1/31/2019 7:23,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":13.228},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":80.645},{""id"":2,""beta"":0,""discountRate"":0.009391811,""choice"":1,""answer"":2,""responseTime"":14.096},{""id"":131074,""beta"":0.1488836,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":5.525},{""id"":196610,""beta"":0.19952630000000002,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":3.485},{""id"":229378,""beta"":0.2480317,""discountRate"":0.0003850234,""choice"":1,""answer"":2,""responseTime"":7.776},{""id"":245762,""beta"":0.32652169999999997,""discountRate"":0.003896742,""choice"":0,""answer"":1,""responseTime"":4.782},{""id"":245763,""beta"":0.3755963,""discountRate"":0.01058893,""choice"":1,""answer"":2,""responseTime"":8.26},{""id"":249859,""beta"":0.42950839999999996,""discountRate"":0.011755,""choice"":0,""answer"":1,""responseTime"":3.653},{""id"":249860,""beta"":0.4591232,""discountRate"":0.0165433,""choice"":1,""answer"":2,""responseTime"":28.181},{""id"":250884,""beta"":0.5157489,""discountRate"":0.01743028,""choice"":0,""answer"":1,""responseTime"":3.759},{""id"":250885,""beta"":0.6779896000000001,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":9.149},{""id"":250886,""beta"":0.6655086,""discountRate"":0.05}]",1,,,1,,,1,0,4,19,43,34,4,3,,3500,,1049.5,1.5,1,1,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,,200,400,450,4,1,600,3.2,2,1,4,4,1,40.75030518,-74.00140381,-1,"Thursday, January 31, 2019","Thursday, January 31, 2019",98.116.190.73,0.6655086,0.05,0.091418174,0.302354385,0.908581826,0.011050114,0.22370092,2439,ChoiceCC_o4,98.116.190.73,76,76,2439,222.712,1,8.717797887,0,2.347743618,14.92353845,222.712,98.116.190.73,87,0.940632351,0.003067116,0.443495738
R_2WI7ENjU69CuJkN,Default Response Set,Anonymous,,,98.15.73.61,0,1/28/2019 20:04,1/28/2019 20:20,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":7.909},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":11.928},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":4.922},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":7.216},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":7.915},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.798},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":3.557},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":26.938},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":2.844},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":2.402},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":3.791},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":4.531},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",,,,1,,,1,1,9,14,50,26,9,10,,599.5,,1399.5,0.5,1,1,1,0,0,0,0,1,,2,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,,49,300,250,3,1,770,3.9,1,1,5,8,1,40.78640747,-73.97640228,-1,"Monday, January 28, 2019","Monday, January 28, 2019",98.15.73.61,1.027059,0.002599575,0.043620562,0.208855361,0.956379438,0.000946896,0.736225538,2377,ChoiceCC_o4,98.15.73.61,88,88,2377,345.318,1,9.38083152,0,2.538219217,18.58273392,345.318,98.15.73.61,88,0.971998257,0.000902151,0.738005684
R_1opwhsDN0X9gJec,Default Response Set,Anonymous,,,98.15.82.189,0,1/28/2019 19:17,1/28/2019 19:28,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":3.264},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.971},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.209},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":2.98},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":4.05},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.148},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":2.176},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":3.624},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":0,""answer"":1,""responseTime"":2.31},{""id"":745476,""beta"":0.8938917,""discountRate"":0.002651302,""choice"":0,""answer"":1,""responseTime"":2.071},{""id"":745477,""beta"":0.8421128,""discountRate"":0.001973131,""choice"":1,""answer"":2,""responseTime"":2.122},{""id"":745989,""beta"":0.8703439,""discountRate"":0.0023497139999999997,""choice"":1,""answer"":2,""responseTime"":1.675},{""id"":746245,""beta"":0.8648775,""discountRate"":0.001543501}]",1,,,,,,0,0,0,50,50,0,7,7,,2249.5,,1049.5,3,1,1,0,0,0,0,0,1,,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,,300,500,400,6,1,n/a,3.55,2,1,5,8,1,40.78640747,-73.97640228,-1,"Monday, January 28, 2019","Monday, January 28, 2019",98.15.82.189,0.8648775,0.001543501,0.09990203,0.316072825,0.90009797,0.00170313,0.603745957,2365,ChoiceCC,98.15.82.189,55,55,2365,50.316,1,7.416198487,0,1.701706108,7.093377193,50.316,98.15.82.189,89,0.92145261,0.002439221,0.442904134
R_3EW0ZXmeiR6TyPz,Default Response Set,Anonymous,,,98.7.210.71,0,1/26/2019 6:31,1/26/2019 6:44,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":17.353},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":7.406},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":7.941},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":7.064},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":0,""answer"":1,""responseTime"":11.168},{""id"":655363,""beta"":0.9370147,""discountRate"":0.008365282,""choice"":0,""answer"":1,""responseTime"":20.493},{""id"":655364,""beta"":0.9438885,""discountRate"":0.009831006,""choice"":1,""answer"":2,""responseTime"":7.214},{""id"":663556,""beta"":0.9850831,""discountRate"":0.01030481,""choice"":1,""answer"":2,""responseTime"":3.821},{""id"":667652,""beta"":0.9761394999999999,""discountRate"":0.008876731,""choice"":1,""answer"":2,""responseTime"":7.334},{""id"":669700,""beta"":1.0132539999999999,""discountRate"":0.009116276,""choice"":1,""answer"":2,""responseTime"":9.001},{""id"":670724,""beta"":0.9901872,""discountRate"":0.008032158,""choice"":1,""answer"":2,""responseTime"":4.309},{""id"":671236,""beta"":1.0145819999999999,""discountRate"":0.008153787,""choice"":1,""answer"":2,""responseTime"":2.578},{""id"":671492,""beta"":1.032892,""discountRate"":0.008246337999999999}]",1,,,,,,0,75,5,5,10,5,6,6,,3500,,3250,5,1,1,0,0,0,0,0,1,,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,75,500,500,4,1,0,3.79,2,1,4,2,1,40.75970459,-73.9917984,-1,"Saturday, January 26, 2019","Saturday, January 26, 2019",98.7.210.71,1.032892,0.008246338,0.036300409,0.190526661,0.963699591,0.007410301,0.096730605,2076,ChoiceCC,98.7.210.71,71,71,2076,113.786,1,8.426149773,0,2.056088831,10.66705208,113.786,98.7.210.71,90,0.963137678,0.006352988,0.16836305
R_1erZPChLvIYPlIB,Default Response Set,Anonymous,,,100.12.223.230,0,1/28/2019 15:23,1/28/2019 15:31,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":3.691},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.863},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.314},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":2.949},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":1,""answer"":2,""responseTime"":5.705},{""id"":753665,""beta"":1.263781,""discountRate"":0.0039397899999999994,""choice"":0,""answer"":1,""responseTime"":2.879},{""id"":753666,""beta"":1.069805,""discountRate"":0.0029520650000000002,""choice"":1,""answer"":2,""responseTime"":4.047},{""id"":761858,""beta"":1.007984,""discountRate"":0.0002829356,""choice"":0,""answer"":1,""responseTime"":2.906},{""id"":761859,""beta"":1.0274130000000001,""discountRate"":0.001067634,""choice"":0,""answer"":1,""responseTime"":3.74},{""id"":761860,""beta"":0.9666433,""discountRate"":0.000445235,""choice"":0,""answer"":1,""responseTime"":2.947},{""id"":761861,""beta"":0.9788861,""discountRate"":0.0009706331,""choice"":1,""answer"":2,""responseTime"":4.422},{""id"":762373,""beta"":0.9979505000000001,""discountRate"":0.001221908,""choice"":0,""answer"":1,""responseTime"":2.865},{""id"":762374,""beta"":1.00553,""discountRate"":0.001570744}]",1,,,,,,0,0,0,0,0,100,4,4,,3500,,3250,5,1,0,0,0,0,0,0,1,,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,,50,500,1,6,1,770,3.7,1,1,5,8,1,40.77639771,-73.98269653,-1,"Monday, January 28, 2019","Monday, January 28, 2019",100.12.223.230,1.00553,0.001570744,0.023163414,0.152195316,0.976836586,0.000658667,0.819439981,2315,ChoiceCC_trial2_o4,100.12.223.230,45,45,2315,25.917,2,6.708203932,0,1.413584729,5.090874188,25.917,100.12.223.230,91,1.006116248,0.001038626,0.709406806
